geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
neutral,correlation,factor corr K5,21,all,45444,1311684,0.948533,0.929279,0.967230,0.661231
neutral,correlation,factor corr K10,21,all,43131,1207212,0.933913,0.915287,0.949375,0.729638
neutral,correlation,"proxy factor corr, core 13",21,all,41701,1136763,0.959747,0.942611,0.974456,0.704108
neutral,correlation,"proxy factor corr, extended 22",21,all,35071,907606,0.967247,0.950183,0.981009,0.694762
neutral,covariance,holdings cov,63,all,45352,1305673,0.991920,0.986772,0.997062,0.596887
neutral,covariance,"holdings corr, stream vol",63,all,45352,1305673,0.989555,0.986076,0.992359,0.757960
neutral,covariance,"blend, pair weight",63,all,45352,1305673,0.989392,0.985925,0.992182,0.775600
neutral,correlation,holdings corr,63,all,45352,1305673,0.975416,0.956421,0.992205,0.630027
neutral,correlation,blend corr,63,all,45352,1305673,0.964087,0.946790,0.978929,0.651504
neutral,correlation,factor corr K5,63,all,45343,1305556,0.948723,0.929546,0.966629,0.660411
neutral,correlation,factor corr K10,63,all,43209,1210036,0.933829,0.916146,0.949311,0.729316
neutral,correlation,"proxy factor corr, core 13",63,all,41739,1138904,0.959550,0.941422,0.974393,0.704114
neutral,correlation,"proxy factor corr, extended 22",63,all,35100,909202,0.966945,0.949069,0.981642,0.694929
neutral,covariance,holdings cov,108,all,42925,1192412,0.996387,0.991837,1.000895,0.541642
neutral,covariance,"holdings corr, stream vol",108,all,42925,1192412,0.992104,0.988813,0.994409,0.727548
neutral,covariance,"blend, pair weight",108,all,42925,1192412,0.991862,0.988479,0.994030,0.747070
neutral,correlation,holdings corr,108,all,42925,1192412,0.993129,0.974932,1.009142,0.565475
neutral,correlation,blend corr,108,all,42925,1192412,0.979957,0.963458,0.993498,0.596040
neutral,correlation,factor corr K5,108,all,42925,1192412,0.949147,0.930016,0.967737,0.656121
neutral,correlation,factor corr K10,108,all,42925,1192412,0.934172,0.916146,0.950141,0.728759
neutral,correlation,"proxy factor corr, core 13",108,all,41723,1138641,0.959540,0.942780,0.974356,0.704312
neutral,correlation,"proxy factor corr, extended 22",108,all,35091,909023,0.966941,0.949807,0.981173,0.695107
